neighbourhood,latitude,longitude,room_type,price,stars
Vesterbro-Kongens Enghave,55.67145,12.56078,Entire home/apt,700,1
Nrrebro,55.69144,12.56755,Entire home/apt,583,3
Valby,55.661747,12.522579,Entire home/apt,1200,5
Amager Vest,55.62441,12.58603,Shared room,350,5
Frederiksberg,55.69262,12.53536,Entire home/apt,699,2
Bispebjerg,55.7265,12.52844,Entire home/apt,995,2
Amager Vest,55.6474,12.61213,Private room,188,2
Indre By,55.68277,12.56501,Entire home/apt,750,5
Amager Vest,55.63087,12.58814,Private room,488,1
Valby,55.66082,12.51614,Entire home/apt,1300,5
Vesterbro-Kongens Enghave,55.6698,12.54605,Entire home/apt,900,3
Amager st,55.66006,12.61434,Entire home/apt,850,4
Frederiksberg,55.68568,12.54155,Entire home/apt,800,5
Indre By,55.68288,12.58291,Entire home/apt,1250,1
Vesterbro-Kongens Enghave,55.66338,12.54071,Entire home/apt,1000,5
Amager Vest,55.66221,12.57938,Private room,64900,3
Nrrebro,55.69489,12.54728,Entire home/apt,850,4
Nrrebro,55.68569,12.55952,Entire home/apt,950,4
Indre By,55.68692,12.59045,Entire home/apt,750,1
Brnshj-Husum,55.71012,12.49517,Entire home/apt,1000,2
Amager st,55.65919,12.61158,Entire home/apt,950,3
Nrrebro,55.6978,12.55024,Entire home/apt,764,3
sterbro,55.70307,12.58919,Entire home/apt,680,4
Frederiksberg,55.68058,12.54827,Entire home/apt,1529,1
Amager Vest,55.65361,12.56353,Entire home/apt,1400,3
Valby,55.6545,12.50893,Entire home/apt,1000,1
Nrrebro,55.69492,12.54669,Entire home/apt,750,2
Indre By,55.6749,12.57687,Private room,3000,1
Frederiksberg,55.67708,12.53727,Private room,386,5
Nrrebro,55.68854,12.54294,Entire home/apt,900,5
Bispebjerg,55.70353,12.53604,Entire home/apt,530,5
sterbro,55.70577,12.58783,Private room,450,4
Nrrebro,55.69461,12.5482,Entire home/apt,1250,5
sterbro,55.70468,12.58506,Entire home/apt,664,5
Vesterbro-Kongens Enghave,55.64677,12.55313,Entire home/apt,1429,4
Indre By,55.67517,12.5758,Entire home/apt,5629,2
Nrrebro,55.70232,12.54894,Private room,298,3
Frederiksberg,55.68306,12.54279,Entire home/apt,795,4
Bispebjerg,55.70342,12.5323,Private room,600,3
sterbro,55.71247,12.5602,Entire home/apt,900,3
Bispebjerg,55.69886,12.52808,Entire home/apt,235,5
Frederiksberg,55.6823,12.52678,Entire home/apt,695,4
Frederiksberg,55.67264,12.53719,Private room,475,4
Nrrebro,55.69755,12.54571,Entire home/apt,490,2
Valby,55.65437,12.5024,Entire home/apt,1400,5
sterbro,55.71144,12.56006,Entire home/apt,500,4
Amager Vest,55.66005,12.60464,Private room,1300,4
Vanlse,55.67764,12.47774,Entire home/apt,1500,4
Vesterbro-Kongens Enghave,55.6677,12.53834,Entire home/apt,1850,3
Nrrebro,55.6915,12.56699,Entire home/apt,1300,1
Brnshj-Husum,55.70415,12.48277,Entire home/apt,1450,5
Amager st,55.65825,12.61364,Entire home/apt,650,4
Vesterbro-Kongens Enghave,55.66932,12.54497,Entire home/apt,600,5
Brnshj-Husum,55.69797,12.50376,Entire home/apt,350,5
Indre By,55.68908,12.61435,Entire home/apt,1286,4
Nrrebro,55.70343,12.54765,Entire home/apt,599,3
Nrrebro,55.69471,12.55571,Entire home/apt,875,5
Nrrebro,55.69016,12.53781,Entire home/apt,900,5
Amager st,55.66007,12.61945,Entire home/apt,386,3
Indre By,55.68666,12.61635,Entire home/apt,990,3
sterbro,55.70774,12.56904,Entire home/apt,849,5
Vesterbro-Kongens Enghave,55.66616,12.54092,Entire home/apt,550,3
Indre By,55.69753,12.58703,Entire home/apt,700,1
Amager Vest,55.66392,12.58345,Private room,550,1
Amager st,55.65879,12.61973,Entire home/apt,2500,2
Nrrebro,55.69209,12.54274,Entire home/apt,590,1
Indre By,55.68034,12.56701,Entire home/apt,1149,5
Nrrebro,55.69688,12.5469,Entire home/apt,600,2
Vanlse,55.68821,12.48404,Entire home/apt,675,4
Vesterbro-Kongens Enghave,55.66775,12.53063,Entire home/apt,850,4
Nrrebro,55.69509,12.55682,Entire home/apt,630,3
Bispebjerg,55.7217,12.55581,Entire home/apt,800,3
Frederiksberg,55.69526,12.53339,Entire home/apt,600,3
Vesterbro-Kongens Enghave,55.67034,12.54295,Entire home/apt,825,5
Nrrebro,55.70395,12.54931,Entire home/apt,990,5
Vesterbro-Kongens Enghave,55.66513,12.54542,Entire home/apt,1000,5
Amager Vest,55.66449,12.582,Entire home/apt,1000,5
sterbro,55.70326,12.59497,Entire home/apt,950,1
Vesterbro-Kongens Enghave,55.66509,12.55318,Entire home/apt,1000,4
Frederiksberg,55.67494,12.53561,Entire home/apt,800,2
sterbro,55.70538,12.57818,Private room,500,4
sterbro,55.71197,12.57935,Entire home/apt,800,2
sterbro,55.70331,12.58774,Entire home/apt,875,2
Nrrebro,55.68778,12.5626,Private room,500,3
Amager Vest,55.65739,12.58451,Entire home/apt,1100,2
sterbro,55.69829,12.58734,Entire home/apt,1000,5
sterbro,55.69762,12.58186,Entire home/apt,1300,1
Vanlse,55.69565,12.47572,Private room,250,5
Vesterbro-Kongens Enghave,55.64612,12.55113,Private room,280,5
Brnshj-Husum,55.70684,12.50279,Entire home/apt,800,1
Vesterbro-Kongens Enghave,55.66812,12.54486,Entire home/apt,779,5
Indre By,55.69069,12.57622,Entire home/apt,2100,2
Vesterbro-Kongens Enghave,55.65773,12.5602,Private room,700,3
Frederiksberg,55.68099,12.5373,Entire home/apt,1000,5
Indre By,55.67937,12.56975,Entire home/apt,1714,5
Indre By,55.675869,12.596446,Entire home/apt,2000,1
sterbro,55.69857,12.58437,Private room,400,3
Frederiksberg,55.67403,12.53807,Entire home/apt,809,2
Indre By,55.69635,12.58856,Entire home/apt,1050,1
Indre By,55.68501,12.58408,Entire home/apt,1055,3
Nrrebro,55.69068,12.56202,Entire home/apt,1400,2
Nrrebro,55.70322,12.54672,Entire home/apt,624,4
sterbro,55.71262,12.56108,Private room,350,3
Amager Vest,55.66161,12.60009,Entire home/apt,1500,3
Vesterbro-Kongens Enghave,55.669,12.55597,Private room,350,4
Vesterbro-Kongens Enghave,55.6686,12.55823,Private room,450,4
sterbro,55.70136,12.57877,Entire home/apt,1180,1
Indre By,55.68478,12.56835,Entire home/apt,1300,2
Amager st,55.66577,12.60422,Entire home/apt,500,5
sterbro,55.70161,12.57575,Entire home/apt,550,3
Frederiksberg,55.68012,12.53811,Entire home/apt,786,2
Vesterbro-Kongens Enghave,55.6686,12.55156,Entire home/apt,1000,1
Indre By,55.68171,12.58328,Entire home/apt,1100,3
Vesterbro-Kongens Enghave,55.66606,12.55239,Entire home/apt,1071,5
Nrrebro,55.6999,12.54057,Entire home/apt,530,4
Frederiksberg,55.68309,12.51154,Private room,750,2
Vesterbro-Kongens Enghave,55.67108,12.54941,Entire home/apt,992,4
Valby,55.64645,12.52041,Entire home/apt,450,4
Indre By,55.68745,12.56702,Entire home/apt,1400,3
Vesterbro-Kongens Enghave,55.6712,12.56234,Entire home/apt,999,3
Indre By,55.67926,12.57158,Entire home/apt,999,5
Vanlse,55.70093,12.5201,Entire home/apt,779,5
Amager st,55.65363,12.61136,Entire home/apt,900,5
Nrrebro,55.69045,12.56539,Entire home/apt,900,5
Vanlse,55.69863,12.52059,Entire home/apt,1500,2
Vesterbro-Kongens Enghave,55.67142,12.55804,Private room,479,4
Nrrebro,55.70368,12.55597,Entire home/apt,409,1
Nrrebro,55.70019,12.55237,Entire home/apt,500,2
Amager st,55.66747,12.61655,Private room,300,4
Frederiksberg,55.68062,12.55023,Entire home/apt,2200,1
Indre By,55.67166,12.59548,Entire home/apt,850,2
sterbro,55.70375,12.58561,Entire home/apt,870,2
Vesterbro-Kongens Enghave,55.65134,12.54236,Entire home/apt,700,5
Nrrebro,55.693,12.55912,Entire home/apt,1500,3
Amager st,55.65328,12.61801,Entire home/apt,750,2
Vesterbro-Kongens Enghave,55.66639,12.55696,Entire home/apt,650,5
Indre By,55.68652,12.5955,Entire home/apt,1000,5
Amager Vest,55.66106,12.56849,Entire home/apt,950,4
Frederiksberg,55.68743,12.53357,Private room,400,4
Nrrebro,55.68991,12.56222,Entire home/apt,1859,5
Indre By,55.68491,12.59368,Entire home/apt,999,2
Valby,55.66598,12.51921,Entire home/apt,995,3
Nrrebro,55.6893,12.56245,Entire home/apt,1150,2
Nrrebro,55.69494,12.54056,Entire home/apt,750,1
Bispebjerg,55.70259,12.53423,Entire home/apt,814,4
Nrrebro,55.69162,12.54332,Entire home/apt,728,4
Vanlse,55.69012,12.49061,Entire home/apt,2350,3
Vesterbro-Kongens Enghave,55.6569308388996,12.5349929703613,Entire home/apt,850,2
Indre By,55.68558,12.56738,Entire home/apt,1120,1
sterbro,55.70433,12.58774,Entire home/apt,800,4
Bispebjerg,55.70305,12.52425,Entire home/apt,1000,3
sterbro,55.71517,12.57038,Entire home/apt,750,5
Indre By,55.67784,12.56792,Entire home/apt,850,4
Valby,55.64627,12.50003,Entire home/apt,1000,2
Amager Vest,55.66726,12.57644,Entire home/apt,804,2
Nrrebro,55.68968,12.55686,Private room,440,1
Amager Vest,55.6467,12.60962,Entire home/apt,1200,2
Indre By,55.67859,12.57944,Entire home/apt,990,2
sterbro,55.70735,12.59512,Entire home/apt,650,1
Nrrebro,55.702847,12.557979,Entire home/apt,907,1
Indre By,55.6862,12.58828,Entire home/apt,808,4
Vesterbro-Kongens Enghave,55.66448,12.54056,Entire home/apt,995,2
Nrrebro,55.68764,12.56283,Entire home/apt,1095,2
Vesterbro-Kongens Enghave,55.6711,12.54705,Entire home/apt,1400,2
Bispebjerg,55.70341,12.52797,Entire home/apt,590,2
Indre By,55.67042,12.57144,Entire home/apt,1500,4
Nrrebro,55.69086,12.5414,Entire home/apt,867,2
Vanlse,55.69396,12.51155,Entire home/apt,379,4
Vesterbro-Kongens Enghave,55.66681,12.54977,Entire home/apt,1057,1
Indre By,55.67574,12.57209,Entire home/apt,1523,3
Amager Vest,55.6609,12.60206,Entire home/apt,700,2
Nrrebro,55.68767,12.54794,Shared room,400,5
Vanlse,55.69668,12.48175,Entire home/apt,690,2
Vesterbro-Kongens Enghave,55.67061,12.55706,Entire home/apt,1100,5
Amager Vest,55.66422,12.59309,Entire home/apt,700,4
Amager st,55.65347,12.61621,Entire home/apt,375,2
Vesterbro-Kongens Enghave,55.66808,12.53305,Entire home/apt,1350,3
sterbro,55.70401,12.58574,Entire home/apt,1200,3
Nrrebro,55.69308,12.55527,Entire home/apt,499,2
Vesterbro-Kongens Enghave,55.66642,12.55028,Entire home/apt,1200,5
sterbro,55.71548,12.57432,Private room,659,5
Amager Vest,55.65251,12.60166,Entire home/apt,575,3
Indre By,55.69004,12.57887,Entire home/apt,3510,3
Amager st,55.661,12.62984,Entire home/apt,1500,5
Indre By,55.6715,12.58942,Entire home/apt,1000,3
Indre By,55.6896,12.57679,Entire home/apt,1250,2
Vesterbro-Kongens Enghave,55.66595,12.55671,Entire home/apt,825,2
Amager st,55.65973,12.62196,Entire home/apt,1000,2
Vesterbro-Kongens Enghave,55.66613,12.54903,Entire home/apt,949,3
Brnshj-Husum,55.70799,12.48726,Entire home/apt,1200,5
Nrrebro,55.69224,12.56011,Entire home/apt,800,2
Vesterbro-Kongens Enghave,55.67075,12.55518,Entire home/apt,750,5
Frederiksberg,55.6833,12.53164,Entire home/apt,2020,4
Vesterbro-Kongens Enghave,55.66526,12.54906,Entire home/apt,750,5
Nrrebro,55.69288,12.54431,Entire home/apt,579,3
Vesterbro-Kongens Enghave,55.6604,12.5611,Entire home/apt,1900,5
Nrrebro,55.69134,12.54172,Entire home/apt,474,1
Indre By,55.6832,12.57455,Entire home/apt,700,1
Nrrebro,55.70054,12.53976,Entire home/apt,1043,1
Nrrebro,55.6876,12.54352,Entire home/apt,770,5
Valby,55.66267,12.50323,Entire home/apt,1700,4
Vesterbro-Kongens Enghave,55.66962,12.54682,Entire home/apt,850,2
Amager Vest,55.65477,12.60981,Entire home/apt,700,2
Frederiksberg,55.68827,12.53135,Entire home/apt,950,5
Amager Vest,55.66281,12.58128,Entire home/apt,614,1
Amager st,55.65905,12.63389,Entire home/apt,2020,1
Frederiksberg,55.67846,12.50608,Entire home/apt,1400,4
Nrrebro,55.6904,12.54649,Entire home/apt,525,4
Indre By,55.68185,12.57568,Entire home/apt,3000,3
Indre By,55.67975,12.57684,Private room,1112,4
Nrrebro,55.69356,12.54763,Entire home/apt,500,3
Vesterbro-Kongens Enghave,55.66528,12.55146,Entire home/apt,818,3
Amager Vest,55.65816,12.6038,Entire home/apt,780,5
Frederiksberg,55.67669,12.54454,Private room,535,5
Indre By,55.68067,12.58364,Entire home/apt,892,3
Indre By,55.68286,12.57344,Entire home/apt,2000,5
sterbro,55.70135,12.58844,Entire home/apt,500,3
Amager Vest,55.66295,12.5875,Entire home/apt,1300,2
Indre By,55.68842,12.57118,Entire home/apt,1500,4
Indre By,55.69262,12.57315,Entire home/apt,1900,2
Amager Vest,55.66393,12.58302,Private room,507,1
Frederiksberg,55.67806,12.5551,Entire home/apt,1250,5
Nrrebro,55.69259,12.5523,Entire home/apt,1100,3
Indre By,55.68618,12.58021,Entire home/apt,950,3
Vanlse,55.68818,12.49638,Entire home/apt,475,3
sterbro,55.71028,12.56691,Private room,225,1
Amager Vest,55.66643,12.57826,Entire home/apt,1000,1
Frederiksberg,55.68301,12.54178,Entire home/apt,919,5
Amager Vest,55.64765,12.60869,Entire home/apt,675,1
Vesterbro-Kongens Enghave,55.66974,12.55215,Private room,3000,4
Nrrebro,55.69272,12.55628,Entire home/apt,623,1
sterbro,55.71169,12.56992,Entire home/apt,850,4
Vanlse,55.69397,12.5116,Private room,299,3
Vesterbro-Kongens Enghave,55.66779,12.54612,Entire home/apt,1000,2
Bispebjerg,55.71542,12.51647,Entire home/apt,1100,4
Amager st,55.659,12.60834,Entire home/apt,921,4
sterbro,55.71014,12.5886,Entire home/apt,630,5
Indre By,55.67492,12.58935,Entire home/apt,1393,2
Frederiksberg,55.67484,12.55186,Entire home/apt,700,2
sterbro,55.70456,12.5757,Entire home/apt,3500,1
Frederiksberg,55.67197,12.53169,Entire home/apt,1600,4
Nrrebro,55.68618,12.55554,Entire home/apt,900,3
Vesterbro-Kongens Enghave,55.66947,12.56347,Entire home/apt,1200,5
Valby,55.67129,12.49278,Entire home/apt,500,3
Vesterbro-Kongens Enghave,55.67049,12.54554,Entire home/apt,870,2
Vesterbro-Kongens Enghave,55.65249,12.53757,Entire home/apt,795,3
Nrrebro,55.69265,12.54242,Entire home/apt,1050,2
Frederiksberg,55.69094,12.52296,Entire home/apt,1900,3
Amager Vest,55.64739,12.59498,Entire home/apt,1100,3
Frederiksberg,55.6873,12.52831,Entire home/apt,700,4
Vesterbro-Kongens Enghave,55.67193,12.55559,Entire home/apt,899,5
Vesterbro-Kongens Enghave,55.67323,12.55714,Entire home/apt,2390,1
Bispebjerg,55.72583,12.5354,Entire home/apt,1200,4
Indre By,55.67464,12.59964,Entire home/apt,1200,1
Vesterbro-Kongens Enghave,55.66595,12.54996,Entire home/apt,950,5
Nrrebro,55.69102,12.56302,Entire home/apt,1000,1
Brnshj-Husum,55.71047,12.46494,Entire home/apt,1000,1
Indre By,55.68425,12.56235,Entire home/apt,1523,2
Nrrebro,55.68574,12.55431,Entire home/apt,656,2
Vesterbro-Kongens Enghave,55.64336,12.53013,Entire home/apt,900,1
Indre By,55.68383,12.56524,Entire home/apt,1196,5
Nrrebro,55.70781,12.55531,Private room,455,1
Nrrebro,55.69223,12.54444,Entire home/apt,795,4
Frederiksberg,55.67366,12.5337,Entire home/apt,1050,2
Vesterbro-Kongens Enghave,55.6515,12.54239,Private room,464,2
Vesterbro-Kongens Enghave,55.66709,12.54834,Entire home/apt,750,2
sterbro,55.69655,12.57095,Entire home/apt,650,3
Valby,55.6686,12.48609,Entire home/apt,950,1
Amager Vest,55.64804,12.58909,Private room,337,5
Indre By,55.66893,12.59094,Entire home/apt,943,1
Frederiksberg,55.68047,12.54751,Entire home/apt,850,3
Bispebjerg,55.71386,12.52019,Entire home/apt,520,2
Nrrebro,55.69248,12.54973,Entire home/apt,1000,1
Vesterbro-Kongens Enghave,55.66599,12.55384,Private room,309,1
Amager Vest,55.63592,12.57966,Entire home/apt,1395,5
Vesterbro-Kongens Enghave,55.6732,12.56278,Private room,553,2
sterbro,55.70671,12.58602,Entire home/apt,1235,3
sterbro,55.70736,12.59369,Entire home/apt,952,5
Indre By,55.67232,12.59354,Entire home/apt,1150,5
sterbro,55.69794,12.58146,Entire home/apt,1500,1
Frederiksberg,55.68595,12.53765,Entire home/apt,1290,5
Amager st,55.64451,12.61671,Entire home/apt,1500,1
Indre By,55.67561,12.59811,Entire home/apt,1195,2
Bispebjerg,55.70794,12.5311,Entire home/apt,1500,5
Vesterbro-Kongens Enghave,55.67017,12.55447,Entire home/apt,800,2
Indre By,55.68305,12.56026,Entire home/apt,1200,4
Amager st,55.66757,12.61548,Entire home/apt,967,2
sterbro,55.70784,12.58236,Entire home/apt,760,5
sterbro,55.70378,12.58498,Entire home/apt,995,5
Frederiksberg,55.66917,12.53322,Entire home/apt,818,4
Amager Vest,55.66599,12.57864,Entire home/apt,1004,5
Amager Vest,55.64491,12.59155,Entire home/apt,990,3
Nrrebro,55.68625,12.5561,Entire home/apt,644,1
Frederiksberg,55.68344,12.53413,Entire home/apt,575,4
Nrrebro,55.69079,12.56134,Private room,407,3
Amager Vest,55.61917,12.57305,Entire home/apt,1079,1
Amager st,55.65936,12.60803,Entire home/apt,909,5
Frederiksberg,55.68356,12.54965,Entire home/apt,1557,2
Frederiksberg,55.67364,12.50118,Entire home/apt,1095,3
Nrrebro,55.68848,12.55603,Entire home/apt,950,5
sterbro,55.7055,12.5919,Entire home/apt,900,3
Nrrebro,55.69686,12.54677,Private room,399,4
Vesterbro-Kongens Enghave,55.67037,12.54245,Entire home/apt,400,1
Bispebjerg,55.70424,12.52255,Entire home/apt,750,1
Vesterbro-Kongens Enghave,55.67267,12.55919,Entire home/apt,948,3
Nrrebro,55.68618,12.5593,Entire home/apt,850,2
Frederiksberg,55.6863,12.53183,Private room,385,1
sterbro,55.71648,12.57155,Entire home/apt,1250,2
Indre By,55.68968,12.57794,Entire home/apt,750,5
Nrrebro,55.69914,12.54371,Entire home/apt,900,4
Amager st,55.64502,12.61661,Private room,498,1
Vesterbro-Kongens Enghave,55.65885,12.5593,Private room,350,2
Indre By,55.67775,12.58746,Entire home/apt,1000,4
sterbro,55.70966,12.56004,Entire home/apt,700,3
Amager Vest,55.6604,12.58859,Entire home/apt,500,4
Amager st,55.66591,12.60941,Entire home/apt,750,5
Nrrebro,55.69249,12.55301,Entire home/apt,612,3
Amager Vest,55.66376,12.57173,Entire home/apt,1000,1
Nrrebro,55.68757,12.55844,Entire home/apt,1200,4
Amager Vest,55.63831,12.59124,Entire home/apt,600,1
Amager st,55.66414,12.60666,Private room,350,1
Amager Vest,55.62772,12.57947,Private room,1200,5
Amager Vest,55.65654,12.60863,Entire home/apt,949,2
Vesterbro-Kongens Enghave,55.64622,12.52425,Entire home/apt,499,1
Nrrebro,55.69559,12.54583,Entire home/apt,1200,1
Amager st,55.6575,12.60981,Entire home/apt,529,2
Indre By,55.68759,12.59596,Entire home/apt,2459,4
Indre By,55.68285,12.56582,Entire home/apt,850,4
Indre By,55.68258,12.5704,Entire home/apt,450,5
Frederiksberg,55.67648,12.53478,Entire home/apt,1339,2
sterbro,55.70974,12.57804,Entire home/apt,700,1
Vesterbro-Kongens Enghave,55.66641,12.54751,Entire home/apt,1071,3
Frederiksberg,55.6793,12.55269,Entire home/apt,892,2
Nrrebro,55.69255,12.54324,Entire home/apt,446,3
Vesterbro-Kongens Enghave,55.66408,12.5441,Entire home/apt,850,2
Amager st,55.65588,12.61031,Entire home/apt,1050,5
Amager st,55.64419,12.61915,Entire home/apt,280,4
Bispebjerg,55.70807,12.51372,Entire home/apt,650,5
Vesterbro-Kongens Enghave,55.6457,12.52545,Entire home/apt,400,1
Nrrebro,55.69093,12.55758,Entire home/apt,699,1
Vesterbro-Kongens Enghave,55.67156,12.54682,Entire home/apt,999,2
sterbro,55.71486,12.57151,Entire home/apt,576,4
Indre By,55.67836,12.57546,Entire home/apt,816,4
Valby,55.66064,12.47946,Entire home/apt,1400,3
Frederiksberg,55.68554,12.53231,Entire home/apt,906,3
Valby,55.66687,12.50878,Entire home/apt,1116,5
Indre By,55.67724,12.58253,Entire home/apt,949,4
Vesterbro-Kongens Enghave,55.6713,12.54693,Private room,400,4
Frederiksberg,55.69005,12.53507,Entire home/apt,700,1
Vesterbro-Kongens Enghave,55.65574,12.53521,Entire home/apt,475,4
sterbro,55.70531,12.57801,Entire home/apt,600,2
Indre By,55.68075,12.5934,Entire home/apt,2628,4
Frederiksberg,55.68281,12.5412,Entire home/apt,670,3
Nrrebro,55.68747,12.54664,Entire home/apt,1250,1
Valby,55.66674,12.50865,Private room,324,1
Bispebjerg,55.70559,12.53029,Entire home/apt,1490,2
Nrrebro,55.68718,12.56238,Entire home/apt,1339,2
Valby,55.66783,12.50945,Private room,399,5
Vesterbro-Kongens Enghave,55.66973,12.54767,Entire home/apt,1000,4
Vesterbro-Kongens Enghave,55.67024,12.55069,Entire home/apt,700,3
Bispebjerg,55.70156,12.53246,Entire home/apt,900,4
Amager st,55.65162,12.61919,Entire home/apt,750,2
sterbro,55.70726,12.57048,Entire home/apt,961,3
Amager Vest,55.64809,12.60605,Entire home/apt,700,2
Amager Vest,55.66659,12.57668,Entire home/apt,1250,2
Indre By,55.67362,12.59173,Entire home/apt,1000,3
Indre By,55.69182,12.57678,Entire home/apt,1900,4
Vesterbro-Kongens Enghave,55.66778,12.5455,Entire home/apt,1400,3
sterbro,55.71155,12.57517,Entire home/apt,450,4
Vesterbro-Kongens Enghave,55.66906,12.55082,Entire home/apt,1714,2
Frederiksberg,55.69387,12.53211,Entire home/apt,750,1
Vesterbro-Kongens Enghave,55.65112,12.54757,Entire home/apt,1265,4
sterbro,55.70183,12.5793,Entire home/apt,1500,5
